pitcher,pitcher_prior_0,pitcher_prior_1,pitcher_prior_2,pitcher_prior_3,pitcher_prior_4,pitcher_prior_5,pitcher_prior_6,pitcher_prior_7,pitcher_prior_8,pitcher_prior_9,pitcher_prior_10
542888,0.2749003984063745,0.2788844621513944,0.0,0.0,0.21912350597609562,0.2250996015936255,0.0,0.0,0.0,0.00199203187250996,0.0
542932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543056,0.17834394904458598,0.16560509554140126,0.0,0.0,0.1942675159235669,0.410828025477707,0.0,0.0,0.050955414012738856,0.0,0.0
543101,0.15862068965517243,0.18850574712643678,0.2413793103448276,0.0,0.0022988505747126436,0.0,0.0,0.17701149425287357,0.23218390804597702,0.0,0.0
543135,0.21305841924398625,0.05085910652920962,0.013745704467353952,0.0,0.0,0.2013745704467354,0.2006872852233677,0.32027491408934705,0.0,0.0,0.0
543243,0.20349854227405248,0.19591836734693877,0.02040816326530612,0.07988338192419825,0.2064139941690962,0.11428571428571428,0.17900874635568514,0.0,0.0,0.0,0.0005830903790087463
543294,0.14564290067032298,0.3772090188909202,0.0,0.39000609384521634,0.0,0.0,0.08714198659354053,0.0,0.0,0.0,0.0
543391,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543518,0.3627450980392157,0.00980392156862745,0.2647058823529412,0.0,0.0,0.0,0.0,0.3627450980392157,0.0,0.0,0.0
543592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543859,0.5735294117647058,0.1323529411764706,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547001,0.031746031746031744,0.31746031746031744,0.3492063492063492,0.20634920634920634,0.06349206349206349,0.0,0.031746031746031744,0.0,0.0,0.0,0.0
547179,0.2294543063773833,0.14990138067061143,0.11374095989480605,0.1893491124260355,0.07429322813938198,0.10979618671926364,0.1334648257725181,0.0,0.0,0.0,0.0
547184,0.3173913043478261,0.034782608695652174,0.08695652173913043,0.008695652173913044,0.5521739130434783,0.0,0.0,0.0,0.0,0.0,0.0
547973,0.35609756097560974,0.35609756097560974,0.14634146341463414,0.0,0.0,0.0,0.0,0.14146341463414633,0.0,0.0,0.0
548384,0.0,0.18309859154929578,0.0,0.19718309859154928,0.3380281690140845,0.28169014084507044,0.0,0.0,0.0,0.0,0.0
552640,0.1355421686746988,0.3463855421686747,0.5030120481927711,0.0,0.0,0.0,0.0,0.015060240963855422,0.0,0.0,0.0
554340,0.42727272727272725,0.15,0.00909090909090909,0.05909090909090909,0.19090909090909092,0.0,0.16363636363636364,0.0,0.0,0.0,0.0
554430,0.3981113320079523,0.18588469184890655,0.0,0.0,0.15009940357852883,0.08349900596421471,0.09542743538767395,0.08697813121272366,0.0,0.0,0.0
554431,0.5978260869565217,0.09782608695652174,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570632,0.11145510835913312,0.34055727554179566,0.23839009287925697,0.29721362229102166,0.0,0.0,0.0,0.01238390092879257,0.0,0.0,0.0
571466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571510,0.4471413160733549,0.036138079827400214,0.15102481121898598,0.24163969795037757,0.0,0.0,0.12405609492988134,0.0,0.0,0.0,0.0
571578,0.031828703703703706,0.3125,0.3576388888888889,0.07349537037037036,0.0,0.2193287037037037,0.005208333333333333,0.0,0.0,0.0,0.0
571657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571760,0.4264705882352941,0.11470588235294117,0.15823529411764706,0.18235294117647058,0.0,0.0,0.06,0.0,0.0,0.0,0.05823529411764706
571771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571927,0.0,0.5835694050991501,0.024079320113314446,0.18696883852691218,0.0,0.0,0.20396600566572237,0.0,0.0,0.0,0.00141643059490085
571945,0.270595690747782,0.1634980988593156,0.229404309252218,0.11787072243346007,0.038656527249683145,0.0,0.17553865652724968,0.0,0.0,0.0,0.004435994930291508
571946,0.6403508771929824,0.0,0.008771929824561403,0.0,0.0847953216374269,0.0,0.0,0.26608187134502925,0.0,0.0,0.0
571948,0.1326530612244898,0.32142857142857145,0.0,0.1921768707482993,0.35374149659863946,0.0,0.0,0.0,0.0,0.0,0.0
572955,0.2772727272727273,0.0,0.0,0.0,0.0,0.056818181818181816,0.6659090909090909,0.0,0.0,0.0,0.0
573009,0.007575757575757576,0.42424242424242425,0.0,0.22727272727272727,0.0,0.0,0.3409090909090909,0.0,0.0,0.0,0.0
573124,0.0,0.5158150851581509,0.0,0.0,0.48418491484184917,0.0,0.0,0.0,0.0,0.0,0.0
573186,0.048027444253859346,0.3584905660377358,0.05317324185248713,0.0,0.0,0.1783876500857633,0.05660377358490566,0.11663807890222985,0.0,0.18867924528301888,0.0
573204,0.4473684210526316,0.0,0.0935672514619883,0.0,0.15497076023391812,0.0,0.30409356725146197,0.0,0.0,0.0,0.0
573262,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.9375
579328,0.34926644581164223,0.008045433033601515,0.3502129673450071,0.12920018930430668,0.002839564600094652,0.0,0.16043539990534786,0.0,0.0,0.0,0.0
592094,0.19001610305958133,0.0,0.34782608695652173,0.3719806763285024,0.08856682769726248,0.001610305958132045,0.0,0.0,0.0,0.0,0.0
592155,0.509090909090909,0.0,0.0,0.03636363636363636,0.26181818181818184,0.19272727272727272,0.0,0.0,0.0,0.0,0.0
592332,0.5318825910931174,0.0010121457489878543,0.08451417004048584,0.0,0.0,0.0,0.0,0.3825910931174089,0.0,0.0,0.0
592351,0.45,0.0,0.4166666666666667,0.1,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
592426,0.3108108108108108,0.0,0.5162162162162162,0.0,0.0,0.016216216216216217,0.15675675675675677,0.0,0.0,0.0,0.0
592454,0.14717741935483872,0.0,0.006048387096774193,0.8467741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592662,0.48861480075901326,0.0,0.2310246679316888,0.14089184060721063,0.0056925996204933585,0.0,0.0,0.0,0.13377609108159394,0.0,0.0
592773,0.5686653771760155,0.0,0.2127659574468085,0.0,0.0735009671179884,0.0,0.0,0.1450676982591876,0.0,0.0,0.0
592779,0.5181347150259067,0.11139896373056994,0.0,0.13212435233160622,0.14766839378238342,0.09067357512953368,0.0,0.0,0.0,0.0,0.0
592791,0.3623405851462866,0.07426856714178545,0.0,0.10652663165791448,0.1800450112528132,0.13578394598649662,0.14103525881470366,0.0,0.0,0.0,0.0
592836,0.09523809523809523,0.1946532999164578,0.1361737677527151,0.0,0.0,0.3032581453634085,0.06432748538011696,0.20634920634920634,0.0,0.0,0.0
592866,0.4115920763022744,0.08363903154805576,0.08584005869405723,0.13279530447542187,0.28613352898019073,0.0,0.0,0.0,0.0,0.0,0.0
593423,0.27827648114901254,0.1615798922800718,0.1490125673249551,0.0,0.11310592459605028,0.09515260323159784,0.0,0.20287253141831238,0.0,0.0,0.0
593576,0.39143730886850153,0.08868501529051988,0.03363914373088685,0.07033639143730887,0.0,0.0,0.0,0.41590214067278286,0.0,0.0,0.0
593833,0.0,0.0,0.0,0.18055555555555555,0.0,0.8194444444444444,0.0,0.0,0.0,0.0,0.0
593958,0.43432343234323434,0.09438943894389439,0.056105610561056105,0.1966996699669967,0.0,0.19735973597359735,0.021122112211221122,0.0,0.0,0.0,0.0
593974,0.04136690647482014,0.42985611510791366,0.15827338129496402,0.37050359712230213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594580,0.23484848484848486,0.21212121212121213,0.0,0.12878787878787878,0.42424242424242425,0.0,0.0,0.0,0.0,0.0,0.0
594798,0.4598961338718984,0.0,0.3848817080207732,0.11194460473167916,0.0,0.0,0.04327755337564916,0.0,0.0,0.0,0.0
594902,0.32516339869281047,0.24673202614379086,0.08496732026143791,0.08333333333333333,0.12254901960784313,0.0784313725490196,0.058823529411764705,0.0,0.0,0.0,0.0
595014,0.13333333333333333,0.275,0.0,0.0,0.48333333333333334,0.10833333333333334,0.0,0.0,0.0,0.0,0.0
595345,0.4218106995884774,0.0,0.5637860082304527,0.00205761316872428,0.0,0.0102880658436214,0.0,0.0,0.0,0.0,0.00205761316872428
595897,0.2222222222222222,0.38095238095238093,0.36507936507936506,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595928,0.5112359550561798,0.0,0.1797752808988764,0.02247191011235955,0.0,0.28651685393258425,0.0,0.0,0.0,0.0,0.0
595978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
596001,0.059369202226345084,0.3098330241187384,0.0,0.19294990723562153,0.437847866419295,0.0,0.0,0.0,0.0,0.0,0.0
596112,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
596133,0.5865800865800865,0.0,0.021645021645021644,0.3203463203463203,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
596142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
596271,0.06910569105691057,0.3780487804878049,0.052845528455284556,0.22357723577235772,0.25203252032520324,0.016260162601626018,0.008130081300813009,0.0,0.0,0.0,0.0
596295,0.3244613434727503,0.0,0.15082382762991128,0.17363751584283904,0.0,0.03929024081115336,0.0,0.05576679340937896,0.25602027883396705,0.0,0.0
600917,0.3387096774193548,0.12096774193548387,0.21774193548387097,0.1532258064516129,0.0,0.14516129032258066,0.024193548387096774,0.0,0.0,0.0,0.0
601713,0.47096430474160894,0.021310602024507193,0.004794885455514118,0.0,0.19392647842301544,0.07831646244006393,0.22855620671283963,0.002131060202450719,0.0,0.0,0.0
605130,0.2178060413354531,0.13990461049284578,0.20508744038155802,0.0,0.2559618441971383,0.0,0.178060413354531,0.0,0.0,0.0,0.003179650238473768
605135,0.08099523557437797,0.41026998411858123,0.021175224986765485,0.026998411858125994,0.0513499205929063,0.18951826363155108,0.17522498676548437,0.04446797247220752,0.0,0.0,0.0
605154,0.5163636363636364,0.0,0.3927272727272727,0.08,0.0,0.0,0.01090909090909091,0.0,0.0,0.0,0.0
605177,0.16129032258064516,0.41935483870967744,0.40860215053763443,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605182,0.41818181818181815,0.05454545454545454,0.0,0.2545454545454545,0.2,0.07272727272727272,0.0,0.0,0.0,0.0,0.0
605218,0.4594594594594595,0.0,0.0,0.24324324324324326,0.0,0.0,0.2972972972972973,0.0,0.0,0.0,0.0
605242,0.21333333333333335,0.12,0.0,0.09333333333333334,0.04,0.4266666666666667,0.10666666666666667,0.0,0.0,0.0,0.0
605280,0.06713589604764483,0.37087168381158636,0.12344342176502436,0.15538711423930698,0.1938278289117488,0.08933405522468868,0.0,0.0,0.0,0.0,0.0
605288,0.13662790697674418,0.4573643410852713,0.0998062015503876,0.14534883720930233,0.0,0.0,0.16085271317829458,0.0,0.0,0.0,0.0
605347,0.26356589147286824,0.2596899224806202,0.1744186046511628,0.10077519379844961,0.0,0.0,0.0,0.0,0.19767441860465115,0.0,0.003875968992248062
605400,0.22527472527472528,0.22252747252747251,0.0,0.14697802197802198,0.0,0.10989010989010989,0.0,0.0,0.29532967032967034,0.0,0.0
605447,0.3665768194070081,0.0,0.633423180592992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605452,0.37132987910189985,0.3005181347150259,0.21243523316062177,0.06563039723661486,0.0,0.0,0.05008635578583765,0.0,0.0,0.0,0.0
605463,0.48128342245989303,0.0106951871657754,0.06149732620320856,0.0,0.14705882352941177,0.0,0.0,0.2994652406417112,0.0,0.0,0.0
605483,0.48717948717948717,0.0,0.12179487179487179,0.1987179487179487,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0
605488,0.4071246819338422,0.0,0.23155216284987276,0.26055979643765903,0.04885496183206107,0.051908396946564885,0.0,0.0,0.0,0.0,0.0
605507,0.4,0.06,0.0,0.16,0.0,0.22,0.16,0.0,0.0,0.0,0.0
605513,0.36363636363636365,0.06363636363636363,0.07272727272727272,0.12727272727272726,0.20909090909090908,0.0,0.16363636363636364,0.0,0.0,0.0,0.0
605540,0.29362880886426596,0.3157894736842105,0.0,0.18005540166204986,0.019390581717451522,0.13850415512465375,0.05263157894736842,0.0,0.0,0.0,0.0
606160,0.39332096474953615,0.03896103896103896,0.07235621521335807,0.0,0.0,0.0,0.0,0.49536178107606677,0.0,0.0,0.0
606303,0.34911242603550297,0.15384615384615385,0.0,0.011834319526627219,0.48520710059171596,0.0,0.0,0.0,0.0,0.0,0.0
606930,0.2876712328767123,0.0,0.0,0.0,0.0,0.6438356164383562,0.0,0.0684931506849315,0.0,0.0,0.0
606965,0.22448979591836735,0.0,0.006802721088435374,0.3877551020408163,0.20408163265306123,0.17687074829931973,0.0,0.0,0.0,0.0,0.0
606996,0.1565934065934066,0.18406593406593408,0.10164835164835165,0.17307692307692307,0.37362637362637363,0.0,0.0,0.01098901098901099,0.0,0.0,0.0
607067,0.4228641671788568,0.08850645359557467,0.107559926244622,0.12476951444376153,0.09342347879532882,0.06637984019668101,0.0958819913952059,0.0,0.0,0.0,0.0006146281499692685
607074,0.4129821260583255,0.09172154280338664,0.30103480714957664,0.15004703668861713,0.0,0.0023518344308560675,0.04186265286923801,0.0,0.0,0.0,0.0
607179,0.6470588235294118,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0
607192,0.38235294117647056,0.20123839009287925,0.22910216718266255,0.0,0.0,0.0,0.1873065015479876,0.0,0.0,0.0,0.0
607200,0.011487303506650543,0.3512696493349456,0.0,0.10519951632406288,0.2623941958887545,0.26964933494558646,0.0,0.0,0.0,0.0,0.0
607259,0.2116991643454039,0.1626740947075209,0.1181058495821727,0.1966573816155989,0.0,0.20222841225626742,0.10807799442896936,0.0,0.0,0.0,0.0005571030640668524
607455,0.2643884892086331,0.2302158273381295,0.4658273381294964,0.039568345323741004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607481,0.12666666666666668,0.31166666666666665,0.0,0.0,0.165,0.0016666666666666668,0.395,0.0,0.0,0.0,0.0
607536,0.3027940220922677,0.07537361923326835,0.0,0.07017543859649122,0.142949967511371,0.16114359974009096,0.0,0.0,0.2475633528265107,0.0,0.0
607625,0.19099201824401368,0.14937286202964653,0.06271379703534778,0.09863169897377423,0.022234891676168756,0.12713797035347776,0.18415051311288483,0.0068415051311288486,0.0,0.10148232611174458,0.056442417331812995
607732,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048
608032,0.5200803212851406,0.0,0.3032128514056225,0.17670682730923695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608331,0.11709486166007906,0.16452569169960474,0.014822134387351778,0.0983201581027668,0.11413043478260869,0.3107707509881423,0.18033596837944665,0.0,0.0,0.0,0.0
608334,0.26046511627906976,0.2372093023255814,0.17209302325581396,0.28837209302325584,0.0,0.0,0.037209302325581395,0.0,0.0,0.0,0.004651162790697674
608337,0.4890613973182781,0.0,0.24629498941425548,0.22512350035285816,0.0,0.0,0.03881439661256175,0.0,0.0,0.0,0.0007057163020465773
608371,0.49122807017543857,0.005847953216374269,0.011695906432748537,0.0,0.4327485380116959,0.017543859649122806,0.04093567251461988,0.0,0.0,0.0,0.0
608372,0.1835518474374255,0.132896305125149,0.0,0.0,0.19904648390941598,0.13170441001191896,0.10965435041716329,0.2431466030989273,0.0,0.0,0.0
608379,0.2528925619834711,0.12727272727272726,0.1278236914600551,0.26611570247933886,0.0,0.14600550964187328,0.07988980716253444,0.0,0.0,0.0,0.0
608566,0.3157152924594785,0.22057787174066243,0.11486962649753348,0.02255109231853418,0.0,0.0,0.0,0.0,0.3262861169837914,0.0,0.0
608650,0.3987538940809969,0.056074766355140186,0.0,0.2866043613707165,0.0,0.19314641744548286,0.06542056074766354,0.0,0.0,0.0,0.0
608665,0.14,0.4,0.2,0.24,0.0,0.0,0.02,0.0,0.0,0.0,0.0
608671,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75
608717,0.40816326530612246,0.02040816326530612,0.17006802721088435,0.19387755102040816,0.003401360544217687,0.0,0.20408163265306123,0.0,0.0,0.0,0.0
608718,0.41333333333333333,0.24592592592592594,0.11555555555555555,0.22518518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612434,0.4533333333333333,0.10666666666666667,0.3466666666666667,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614179,0.4381443298969072,0.12886597938144329,0.0,0.15463917525773196,0.0,0.0,0.27835051546391754,0.0,0.0,0.0,0.0
615698,0.14638906961613532,0.2192582953806116,0.0826284970722186,0.002602472348731295,0.0,0.2283669486011711,0.11776187378009109,0.20169160702667535,0.0,0.0,0.0013012361743656475
620454,0.0759493670886076,0.35443037974683544,0.5569620253164557,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
621051,0.3264887063655031,0.0,0.0,0.09650924024640657,0.5770020533880903,0.0,0.0,0.0,0.0,0.0,0.0
621053,0.3394919168591224,0.16859122401847576,0.0,0.05542725173210162,0.3117782909930716,0.12471131639722864,0.0,0.0,0.0,0.0,0.0
621057,0.36065573770491804,0.0,0.0,0.0,0.0,0.47540983606557374,0.11475409836065574,0.04918032786885246,0.0,0.0,0.0
621107,0.13516260162601626,0.17784552845528456,0.0,0.1758130081300813,0.14126016260162602,0.2073170731707317,0.16260162601626016,0.0,0.0,0.0,0.0
621111,0.24179292929292928,0.1553030303030303,0.16224747474747475,0.06376262626262626,0.06818181818181818,0.17487373737373738,0.0,0.0,0.13383838383838384,0.0,0.0
621112,0.06006006006006006,0.23123123123123124,0.0,0.1111111111111111,0.22522522522522523,0.22522522522522523,0.14714714714714713,0.0,0.0,0.0,0.0
621114,0.20689655172413793,0.0,0.7931034482758621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621121,0.04302325581395349,0.22209302325581395,0.0,0.2,0.3302325581395349,0.05116279069767442,0.0,0.0,0.15348837209302327,0.0,0.0
621139,0.33695652173913043,0.0,0.0,0.0,0.0,0.07608695652173914,0.0,0.5869565217391305,0.0,0.0,0.0
621199,0.03773584905660377,0.4276729559748428,0.0,0.0,0.18553459119496854,0.2610062893081761,0.0,0.0880503144654088,0.0,0.0,0.0
621237,0.018691588785046728,0.6121495327102804,0.0,0.0,0.0,0.32710280373831774,0.04205607476635514,0.0,0.0,0.0,0.0
621242,0.5325443786982249,0.0,0.46548323471400394,0.0019723865877712033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621244,0.18265086206896552,0.3141163793103448,0.0,0.171875,0.0,0.061422413793103446,0.0,0.0,0.0,0.26939655172413796,0.0005387931034482759
621345,0.3584905660377358,0.0,0.0,0.11320754716981132,0.0,0.5283018867924528,0.0,0.0,0.0,0.0,0.0
621363,0.7352941176470589,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621366,0.0,0.2508710801393728,0.40418118466898956,0.0,0.18118466898954705,0.0,0.0,0.16376306620209058,0.0,0.0,0.0
621381,0.3760330578512397,0.17768595041322313,0.30165289256198347,0.006198347107438017,0.0,0.1384297520661157,0.0,0.0,0.0,0.0,0.0
621383,0.22659176029962547,0.12359550561797752,0.33707865168539325,0.09363295880149813,0.21910112359550563,0.0,0.0,0.0,0.0,0.0,0.0
621512,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
622253,0.03225806451612903,0.34408602150537637,0.0,0.2903225806451613,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
622379,0.44936708860759494,0.1518987341772152,0.0,0.13924050632911392,0.25949367088607594,0.0,0.0,0.0,0.0,0.0,0.0
622491,0.47628174413033064,0.21849544801149975,0.19070436032582655,0.11451844753234308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622554,0.43520309477756286,0.09864603481624758,0.0,0.0,0.20309477756286268,0.0,0.061895551257253385,0.19922630560928434,0.0,0.0,0.0019342359767891683
622569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
622608,0.5605599513085818,0.007303712720632989,0.2014607425441266,0.07912355447352404,0.0,0.0012172854534388314,0.1503347534996957,0.0,0.0,0.0,0.0
622663,0.25569259962049334,0.21015180265654648,0.04459203036053131,0.056925996204933584,0.24667931688804554,0.1859582542694497,0.0,0.0,0.0,0.0,0.0
622761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
622780,0.6346153846153846,0.0,0.3076923076923077,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622786,0.10382513661202186,0.2786885245901639,0.4371584699453552,0.18032786885245902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623149,0.5633802816901409,0.0,0.0,0.0,0.43661971830985913,0.0,0.0,0.0,0.0,0.0,0.0
623167,0.4154929577464789,0.0,0.09507042253521127,0.014084507042253521,0.0,0.2764084507042254,0.1742957746478873,0.0,0.0,0.02464788732394366,0.0
623168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
623211,0.13051146384479717,0.32275132275132273,0.04585537918871252,0.4091710758377425,0.0,0.09171075837742504,0.0,0.0,0.0,0.0,0.0
623352,0.0,0.5528756957328386,0.39517625231910947,0.05194805194805195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623433,0.49333333333333335,0.013333333333333334,0.0,0.18666666666666668,0.0,0.0,0.30666666666666664,0.0,0.0,0.0,0.0
623437,0.0,0.37684210526315787,0.0,0.14736842105263157,0.27789473684210525,0.1957894736842105,0.0,0.0,0.0,0.0,0.002105263157894737
623465,0.2542372881355932,0.1016949152542373,0.0,0.0,0.559322033898305,0.0847457627118644,0.0,0.0,0.0,0.0,0.0
623474,0.07988980716253444,0.26859504132231404,0.27823691460055094,0.06336088154269973,0.3085399449035813,0.0,0.0,0.0,0.0,0.0,0.0013774104683195593
624133,0.13594771241830064,0.2803921568627451,0.013725490196078431,0.23398692810457516,0.0,0.1843137254901961,0.15163398692810456,0.0,0.0,0.0,0.0
624431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
628317,0.15315315315315314,0.09009009009009009,0.16216216216216217,0.0,0.15315315315315314,0.009009009009009009,0.0,0.4144144144144144,0.0,0.018018018018018018,0.0
628452,0.34660421545667447,0.2224824355971897,0.12646370023419204,0.3044496487119438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
